"Id","Expected"
0,0.963597678421347
1,1.80099810093077
2,6.96395311463512
3,1.98571097702216
4,1.2870677203481
5,0.774819683934749
6,4.74292682678027
7,7.27470431862322
8,1.92084502302177
9,1.68443822373198
10,6.96014424117035
11,1.06033131070048
12,1.46648621968791
13,1.19028157935965
14,0.770262187438327
15,0.649945973413953
16,1.19832660728398
17,2.22141006490898
18,1.27117821712367
19,2.74037047193863
20,1.58465262053765
21,2.81843598139748
22,1.84519884506968
23,1.6425653139476
24,6.99365890243613
25,1.59108213037509
26,1.72010682194482
27,1.07662880003813
28,1.77146002759385
29,1.03365566048005
30,1.81001377031529
31,7.11066261820649
32,6.92773527310307
33,1.40432486479534
34,7.25069640048899
35,1.51998636260488
36,1.31189029163879
37,1.47368836304304
38,1.24347113398971
39,6.9820156951107
40,1.79822207439956
41,6.93763837174449
42,5.79461649671042
43,6.64533612432889
44,6.82385653786219
45,1.0970866795619
46,1.38686513324636
47,0.790670979959711
48,6.78113280416675
49,6.99145475108522
50,0.274532842320791
51,0.943061872848854
52,1.39621907793878
53,1.10947300743972
54,1.43368659371283
55,2.77138918878258
56,5.84891305944189
57,1.14926669698595
58,6.65909645971255
59,1.82960275736949
60,7.0136977584807
61,3.69790917772045
62,1.67249977323269
63,1.79802882053299
64,0.914750018287249
65,1.31904240104195
66,6.95218722284466
67,7.00401389689474
68,1.31158713432827
69,1.39401396664584
70,6.76635421516754
71,1.08648022895572
72,1.89564188862093
73,6.92962756596356
74,0.519009972770967
75,7.25689415134855
76,1.66934128394603
77,0.74251622060357
78,7.09020689687996
79,1.45055569037514
80,1.88060333630838
81,2.90558535129224
82,5.40649825041885
83,1.31749399917523
84,6.85138513815267
85,6.67770592942676
86,6.52712112631942
87,7.14139636608178
88,6.41477002000907
89,0.986278784009678
90,1.18297611021079
91,6.88825566094195
92,0.959737047243599
93,1.32920330431733
94,6.49556002602646
95,6.74205817779746
96,6.41326174547447
97,5.20055562889944
98,2.29683648959164
99,1.40455423925122
100,0.727722214415881
101,0.690144863808963
102,7.16045529626448
103,0.813103922816274
104,1.48481246827155
105,0.942949536123777
106,1.18561183339136
107,2.42594517416753
108,1.22124768580467
109,1.13908756597835
110,7.3785886420927
111,6.81577975540773
112,0.537896265938212
113,0.98686855597436
114,6.8739932322546
115,1.68780178735646
116,6.86602020887275
117,2.02282671107346
118,1.1888713525341
119,7.11794501599136
120,0.745028297718395
121,0.939493805055085
122,7.20047524147076
123,2.52104346304106
124,2.34238730828822
125,0.751187449534654
126,6.97074041119125
127,7.06306993717839
128,1.46580184258671
129,7.13090460042279
130,1.27993290214512
131,1.43473420033548
132,6.90322554194296
133,1.5667616251723
134,1.56333250922434
135,7.14151881497131
136,1.66029764820406
137,1.06772578937459
138,1.25739360565926
139,1.5405663410298
140,6.99618755827195
141,1.60036381737933
142,6.56302984031371
143,6.95754730986855
144,6.46174596175597
145,7.16481963168179
146,0.402389325895123
147,0.720412037157254
148,0.682858283233694
149,7.01961039213985
150,7.15498052427295
151,1.4406331580193
152,7.02953573875333
153,1.11917201012856
154,0.971837699686993
155,1.66335428169522
156,0.416108082647125
157,0.966550609577289
158,1.02104613610767
159,0.808785991211407
160,0.796842030376859
161,6.69195852817527
162,1.03313095599922
163,0.860091153012557
164,6.97009562619165
165,1.24961861847415
166,1.20367715833689
167,1.24448396222145
168,7.29748394712398
169,1.405845876072
170,6.93397298082668
171,6.49081428840481
172,1.66635451573465
173,0.990899217808075
174,1.96406037781421
175,1.17354024629745
176,0.79789523552959
177,1.19624010887867
178,1.46965185059721
179,0.817828447725674
180,1.66471633599961
181,0.828702830147622
182,1.5961411633673
183,1.20483896707495
184,0.785768217817778
185,7.08296634122935
186,1.26731526465652
187,0.898241839753206
188,7.19474556850707
189,1.6246599560588
190,0.497509797482313
191,0.834932736018766
192,1.55884839925178
193,7.13357176938626
194,6.83421848201358
195,2.30365450504226
196,7.01217988274106
197,1.41238510957274
198,6.27957875508367
199,0.870099289292545
200,1.77877064688381
201,0.431039811142429
202,1.14106184986647
203,0.577245279885296
204,7.06530295364727
205,7.0817408558938
206,1.28133057832436
207,0.578575155419283
208,6.61901932013031
209,1.2389229793652
210,1.06605411860013
211,6.92243170634613
212,2.37397260100814
213,1.22166375266455
214,1.36119912215507
215,0.787998957561481
216,1.63939159777738
217,6.99682105225379
218,0.65650106026171
219,6.17640827876742
220,1.41936350036463
221,1.64397723765488
222,2.17867888192243
223,0.973543387791119
224,1.33414085011875
225,1.23032847574526
226,2.21589202438377
227,6.75464959856599
228,1.6661851389856
229,6.80348457787913
230,6.87252447251026
231,7.4215523060434
232,0.917550872037129
233,1.11378580801634
234,1.3494758048189
235,6.84235780669668
236,1.50299253909318
237,1.92902861091843
238,1.04318684045484
239,2.0711259399908
240,1.22414392264161
241,0.937779046209466
242,0.882390966867355
243,1.40615578458613
244,0.995066344541603
245,1.22913525489871
246,1.02675839086551
247,7.06896052102963
248,7.00103862354119
249,1.28603926684658
250,1.65103059667316
251,1.98469540531421
252,0.999013236044843
253,1.36020198835196
254,7.00813973632871
255,0.923535672887298
256,7.07580831122204
257,6.73723305434474
258,1.06606660252933
259,1.11094401098067
260,7.24369919932014
261,1.04513550255116
262,0.968164532445344
263,1.23196067632076
264,0.814828114779469
265,6.37195850487436
266,1.00346565635678
267,0.619367706835632
268,6.69100702135253
269,6.91375246129544
270,1.5729132082717
271,1.07676957076243
272,0.987324339277377
273,1.15631168002162
274,6.97761571231192
275,1.05405513892014
276,1.76318599348233
277,1.29641034160978
278,1.16751457596489
279,0.912160148132611
280,0.714647854263511
281,1.41377417710457
282,1.40605965420696
283,1.48472773274362
284,1.32038231608126
285,1.59720061729716
286,1.21095022879902
287,1.87042334388371
288,1.85545606966207
289,1.02285553452983
290,6.8018571023277
291,3.17173376635616
292,2.60681800951438
293,1.60685370078287
294,6.99087315141813
295,6.94729472053528
296,0.848336282340563
297,6.57686451905213
298,1.98322983293308
299,1.08196530257043
300,0.779736945213844
301,0.942576497540925
302,1.18250242691949
303,2.5639738073412
304,1.53124994291816
305,0.949110163200184
306,1.64702080334362
307,0.828630806546778
308,2.37299411807536
309,1.4625419338862
310,2.57205195907531
311,0.687310850555447
312,1.55001882614635
313,1.47965194375585
314,0.875703850355187
315,0.882620787444514
316,1.52223482194676
317,7.34785938368541
318,1.09295602809748
319,1.77581946960342
320,1.31447078593292
321,1.23287540463849
322,1.25698636752232
323,1.0105786055205
324,2.1489119732281
325,1.78393626605766
326,1.27251353514903
327,7.10420334557276
328,0.988898973513336
329,0.521687529553227
330,1.35152804876787
331,1.08187575244217
332,0.939709176647423
333,1.28517869451823
334,1.57262600784817
